Drug_ID,Drug_Type,Region,Marketing_Spend,Competitor_Count,Price_per_Unit,Doctor_Recommendation,Patient_Awareness_Score,Regulatory_Score,Monthly_Sales
DRG_520,Antidepressant,North America,77811.0,7,60.41,79.88869668654658,7.718360352301099,82.10551175127605,16676
DRG_521,Antiviral,Europe,68315.0,2,6.07,58.60809885292166,4.838772645642591,64.90751781382778,15485
DRG_522,Antibiotic,North America,58731.0,8,79.8,37.28251523144578,8.97532326522084,56.32321227017856,24046
DRG_523,Antiviral,North America,46602.0,6,34.11,97.38169522962382,9.077612436501786,,20584
DRG_524,Antidepressant,Europe,35608.0,3,8.82,77.21000158535104,0.8741680787108386,68.10908013970757,13572
DRG_525,Antihistamine,North America,44416.0,9,60.89,96.57078660318369,9.364933313102258,83.02348606822156,24400
DRG_526,Antiviral,South America,66331.0,5,42.78,54.168403628827456,8.255348415204157,73.54082096829491,12830
DRG_527,Antihistamine,North America,78268.0,8,97.51,58.00802725533764,7.913107143126669,59.94648898975191,21650
DRG_528,Antibiotic,South America,73148.0,7,56.7,91.83641729480154,2.0091133968552244,80.08433043102326,15929
DRG_529,Antihistamine,South America,42667.0,8,31.15,62.003947219630774,8.05119208754665,53.034153447534116,18171
DRG_530,Antihistamine,South America,33205.0,7,72.4,76.58231295245338,8.501327346850369,70.66712299355962,22521
DRG_531,Painkiller,Asia,52113.0,3,30.79,40.173830199642396,2.8915033445415093,77.33074698318356,22607
DRG_532,Painkiller,North America,23473.0,2,90.9,55.738117496211245,9.522600783623238,71.80234870592895,26684
DRG_533,Painkiller,Europe,54847.0,7,40.6,29.87598926482841,0.4986014639916425,87.43360876254954,19588
DRG_534,Antihistamine,Europe,47785.0,3,57.24,36.478402870156934,1.4990925324713966,91.39624772726563,21532
DRG_535,Antidepressant,North America,43009.0,3,9.8,20.075473221410487,5.3758113805151435,88.5621537016589,17811
DRG_536,Antihistamine,Asia,26079.0,2,45.48,23.14120413189282,5.757924711223097,51.94064739059011,20909
DRG_537,Antidepressant,Asia,57704.0,4,84.07,98.18270585415435,6.4515008330090335,59.70643852229861,22197
DRG_538,Antidepressant,South America,42009.0,8,81.54,39.388295610940986,0.16969129315466458,76.83037546318872,19508
DRG_539,Painkiller,North America,32451.0,1,26.31,73.06485676032015,9.603667746221303,96.74110202219006,10981
DRG_540,Antiviral,North America,6916.0,1,26.48,87.12797590396892,0.4458809273414399,91.74783875260584,21657
DRG_541,Antibiotic,Europe,49587.0,5,82.64,64.05283673892514,1.4306195272340239,92.12672541759008,21822
DRG_542,Painkiller,North America,76583.0,5,93.39,32.251560006716495,,65.16040968798374,16599
DRG_543,Painkiller,Asia,,1,14.06,78.24931498689331,5.668584332940947,71.47239485393513,13578
DRG_544,Antiviral,North America,43143.0,6,47.76,68.02011280796664,9.322668839209722,,27379
DRG_545,Antibiotic,Europe,40966.0,1,37.06,78.50004714779001,6.659471660804642,57.86857916749552,22457
DRG_546,Antihistamine,South America,57031.0,5,87.72,81.57972982856697,8.226574684804273,51.553406512222814,18854
DRG_547,Antihistamine,Europe,35024.0,9,12.93,98.03282941477961,0.13281203458580082,97.34514497302584,14314
DRG_548,Painkiller,Europe,54526.0,5,25.06,65.8850624021368,5.4201529847972605,62.03562928317534,15890
DRG_549,Antibiotic,South America,61491.0,6,76.48,47.331289015248146,4.595629775055219,61.997445186181565,26512
DRG_550,Painkiller,Europe,68403.0,8,9.87,71.87716455201897,4.9896794422079305,54.168952688437976,20688
DRG_551,Antidepressant,Europe,48497.0,1,51.79,25.475256739410092,0.7221318533518795,96.42538759718893,17247
DRG_552,Painkiller,North America,46944.0,2,47.0,91.7917854657269,6.844353610693075,78.9868557469886,22548
DRG_553,Painkiller,North America,36830.0,9,36.77,29.550480907055743,5.032204148586344,83.3518428562677,15928
DRG_554,Antihistamine,South America,37596.0,3,42.48,46.22742703086546,,95.57884436315263,27504
DRG_555,Antihistamine,North America,46602.0,6,55.34,85.25963045008967,4.852906340617153,67.28100844503948,26764
DRG_556,Antihistamine,North America,55510.0,5,20.33,67.78499026645694,1.4938163622643208,81.0753655569042,17667
DRG_557,Antidepressant,Europe,,2,59.34,51.49084162219537,6.48256954077822,51.939972736444375,16856
DRG_558,Antihistamine,Asia,37952.0,7,81.52,57.874852750001715,1.7238636210516622,59.33862641155647,6909
DRG_559,Antibiotic,North America,72390.0,4,77.22,88.36379145617443,8.72394563354815,91.56229025449713,12592
DRG_560,Antiviral,Asia,45933.0,1,19.62,47.20035088479137,6.131162390692415,88.33841781691679,13302
DRG_561,Antibiotic,North America,49679.0,4,19.18,89.5719747849737,1.5720388355695425,67.53213457285734,20675
DRG_562,Antibiotic,North America,38791.0,6,30.48,27.050754478135318,9.623380574812067,,18368
DRG_563,Antihistamine,South America,13636.0,7,39.3,82.14387497669046,5.183654633353206,76.67772167767897,13273
DRG_564,Antiviral,South America,63260.0,7,43.8,87.80381064437891,0.72898451871655,50.012050234256726,18594
DRG_565,Antiviral,South America,61052.0,7,69.57,34.5454122269871,6.268329044150672,62.06221680190139,22526
DRG_566,Antiviral,Asia,45780.0,3,10.38,54.42772258977604,2.5319890701281023,60.411590430410726,22639
DRG_567,Antidepressant,Europe,51004.0,6,8.29,33.23998197309245,8.036934518773025,62.52414733748817,10501
DRG_568,Antihistamine,North America,57739.0,8,42.23,76.52833031953742,8.178220735661906,90.29529212667207,19358
DRG_569,Antiviral,North America,26561.0,4,71.23,62.82782144493254,9.789473558546618,63.98369282732216,13083
DRG_570,Antidepressant,North America,42064.0,8,23.38,70.82586773666569,5.018695310245037,59.57606610250741,24508
DRG_571,Painkiller,Asia,61913.0,2,65.94,35.718957356496894,4.549568797277371,75.21317303965158,23920
DRG_572,Painkiller,South America,31185.0,9,29.68,36.93966896419356,7.534756054464806,93.2822518186366,15509
DRG_573,Antidepressant,Europe,54403.0,9,89.18,23.319786040792508,1.3247065634192656,62.067485191874994,16169
DRG_574,Antidepressant,Asia,29651.0,8,90.09,45.765402815658376,5.469155137931242,,17693
DRG_575,Antihistamine,South America,56996.0,1,33.24,64.779572906694,5.462476001308509,,8736
DRG_576,Antihistamine,Asia,49465.0,2,26.85,88.63479311978631,0.8947312281038722,87.38259122824888,21679
DRG_577,Painkiller,Europe,25773.0,6,44.07,73.35419579669446,4.179840855069136,,18635
DRG_578,Antiviral,South America,67471.0,5,27.85,54.83170587198011,8.532847985672019,90.83966847871737,24850
DRG_579,Painkiller,Asia,38981.0,9,68.88,96.24960915153102,8.561536219946603,97.9796073804617,14507
DRG_580,Antiviral,Europe,37846.0,5,83.48,77.53961604606656,0.99237664919681,89.63312383758085,16904
DRG_581,Antiviral,North America,,2,68.94,94.41321622900401,0.9072088274783086,80.19015394218766,12467
DRG_582,Antihistamine,Europe,67229.0,4,83.31,62.20703786177325,2.6269547700193527,74.66707940261902,14978
DRG_583,Antibiotic,North America,34762.0,9,42.71,40.71234198345117,8.747660625539934,52.003454317413336,14090
DRG_584,Antibiotic,Asia,50925.0,1,19.85,24.22613490917776,1.2890258507349894,99.21609894070207,24979
DRG_585,Antidepressant,South America,56432.0,1,75.11,78.08678811870804,7.199968026274463,69.17405612875213,16508
DRG_586,Antihistamine,South America,60396.0,7,39.25,29.70423984044273,1.0116561961310322,57.61141069584334,20620
DRG_587,Antiviral,Asia,52646.0,3,68.77,44.222010261757376,6.231378537478253,83.33544276982283,18096
DRG_588,Antibiotic,South America,44494.0,2,30.71,62.59767263071179,3.5606729911914483,64.21441445477296,13652
DRG_589,Antiviral,South America,37586.0,9,12.72,65.15332702237981,7.88913962965867,79.28891354655238,19158
DRG_590,Antibiotic,North America,51292.0,3,99.3,68.04665575897089,2.3369044882536363,79.33839539222956,22995
DRG_591,Antibiotic,Asia,33917.0,2,19.84,33.30042642797605,6.392018293899598,72.28649104514346,13961
DRG_592,Antibiotic,Europe,6179.0,8,98.9,50.3789923857319,2.3568253457588497,91.80593077725213,24045
DRG_593,Antihistamine,North America,,6,97.84,69.37553816935733,7.136602831121538,63.24835307777215,15751
DRG_594,Painkiller,Asia,63559.0,6,80.41,97.58550917070278,8.736780345607487,72.4316295808867,17585
DRG_595,Antiviral,North America,14556.0,7,67.65,78.2104910159751,1.2680179912676004,76.88460642954857,22653
DRG_596,Antihistamine,Europe,34854.0,7,59.89,93.80830056751662,8.665956885955035,83.18123603836497,16682
DRG_597,Antihistamine,Europe,59287.0,6,87.28,80.97696466513416,5.9357525441429795,89.19859252527948,20187
DRG_598,Antihistamine,Asia,80862.0,4,32.5,67.33735751139204,1.2711049086702397,69.7403641439128,18426
DRG_599,Antihistamine,Europe,50311.0,9,49.43,35.36186953090756,4.27541855359712,82.3023472048298,20646
DRG_600,Antihistamine,North America,39079.0,6,63.84,73.33485215140104,1.608602934850979,57.530547653425955,8096
DRG_601,Antidepressant,Europe,47256.0,4,44.06,69.87036527679257,7.003478888665695,96.63240502712392,10851
DRG_602,Antiviral,North America,70623.0,3,45.61,68.19753363658131,7.588681344179497,69.15294032105018,23079
DRG_603,Antihistamine,North America,40310.0,4,36.38,59.18286943905926,1.0579652027279896,,25185
DRG_604,Antiviral,Europe,38012.0,3,58.6,62.29252831914205,5.061398526946443,51.017054094108886,15447
DRG_605,Antidepressant,Asia,,2,85.8,46.755402169448324,8.146250560259173,60.25935714524035,18779
DRG_606,Antidepressant,South America,35700.0,5,24.15,61.545015411384256,9.361630415509964,74.3541272161789,21473
DRG_607,Antiviral,Europe,51840.0,2,93.77,35.80447245427826,5.1351786674177005,93.91262338661733,23466
DRG_608,Antibiotic,North America,74370.0,6,70.46,84.41395178883015,9.50279223611407,76.36275749753386,9861
DRG_609,Painkiller,North America,54846.0,3,83.21,34.862156375896625,5.356889704560298,96.49352411469395,15569
DRG_610,Antibiotic,Europe,46214.0,6,57.84,26.79730319115731,3.9419049459990796,74.18984482913982,18337
DRG_611,Antibiotic,Asia,45622.0,9,79.05,54.89968210857259,8.482031285528954,74.5224548367975,23515
DRG_612,Antibiotic,Asia,26552.0,1,6.54,72.66459516048495,4.929827104580891,55.98733942502659,32492
DRG_613,Antihistamine,North America,63246.0,6,82.75,55.01734599468331,4.719025105645231,90.13281220761098,18859
DRG_614,Antidepressant,North America,48832.0,9,8.81,42.140330556104686,4.9031248940982834,62.34827062335312,12965
DRG_615,Antibiotic,Asia,47292.0,4,89.54,64.65369471123526,8.467850018697455,,22011
DRG_616,Antidepressant,South America,97896.0,2,99.24,47.760186832976,8.31941541688052,95.54121101651981,26604
DRG_617,Antiviral,Europe,54481.0,4,32.94,94.62941521013065,4.035199924402112,97.16550559370748,20540
DRG_618,Painkiller,North America,38723.0,1,24.98,93.81161116828576,3.33299859870525,76.0115244551545,15466
DRG_619,Antiviral,North America,43604.0,3,77.71,60.18974559776764,4.919280240391293,83.85468923918222,24789
DRG_620,Antiviral,Asia,67226.0,9,29.04,46.230719521460685,5.72772509737109,88.92579400308318,23317
DRG_621,Antihistamine,Europe,51699.0,5,87.23,78.97059311653112,2.3833721062799693,56.55073093252328,14869
DRG_622,Painkiller,Asia,28425.0,6,14.77,22.93703547864533,7.939550847155906,80.04785974987486,21907
DRG_623,Antiviral,Europe,63788.0,3,16.97,57.9815204834921,4.864827657324229,51.714895065165585,24986
DRG_624,Antiviral,Europe,39977.0,5,98.02,46.90587154162668,3.340455484199596,74.87830416943629,25909
DRG_625,Painkiller,Europe,78099.0,8,69.01,93.64287080820438,1.0682099296399061,57.74213408101137,19667
DRG_626,Painkiller,North America,66200.0,6,85.45,20.960242181814603,2.388451604036069,59.146146298104235,18209
DRG_627,Antiviral,South America,43290.0,4,35.81,64.22519005746793,9.492811717559837,68.25237833463008,26136
DRG_628,Painkiller,Asia,69215.0,2,69.27,79.25308648533007,3.050996868195266,71.62185833582515,13949
DRG_629,Antiviral,South America,51017.0,9,61.45,58.8014390019233,1.6885928936703531,81.15862122660937,22192
DRG_630,Antiviral,Asia,62791.0,1,62.3,26.83224241301773,4.606727916549932,53.721420921925784,13149
DRG_631,Antihistamine,Europe,57270.0,1,69.84,97.79691120223218,3.0708774336024867,75.18458806187223,25326
DRG_632,Antibiotic,North America,37304.0,4,59.66,61.44083451008783,0.35159250271194153,59.13125651265506,18709
DRG_633,Antiviral,South America,40346.0,7,45.76,69.13489954552091,3.2314521727941727,78.69875875158709,26342
DRG_634,Antidepressant,North America,65449.0,1,31.21,38.928782616600586,5.441086239394686,81.87023061305918,22457
DRG_635,Antibiotic,Asia,44978.0,9,78.02,58.679846808544305,5.5171237201996695,77.83546282764269,13883
DRG_636,Antibiotic,North America,43945.0,4,26.5,54.33195935666575,3.565589211768887,86.91477552391538,27123
DRG_637,Antibiotic,North America,35673.0,3,70.77,25.9916673601587,4.473027562526006,66.78046221204507,27756
DRG_638,Antihistamine,South America,56353.0,1,27.17,28.49282828379738,9.655179182347664,,24411
DRG_639,Antiviral,Europe,80937.0,4,64.41,86.99780156950196,3.7734847723031164,71.63835408540969,16192
DRG_640,Antihistamine,North America,33987.0,9,75.97,39.18559617652722,2.58226813259983,74.20922491612984,18469
DRG_641,Antiviral,Europe,50363.0,6,25.78,35.59666171989044,2.434670440667601,82.40510636305356,20727
DRG_642,Antihistamine,Asia,71183.0,6,10.69,60.39291610001114,4.5776461270413416,50.9179191999612,16481
DRG_643,Antihistamine,North America,48805.0,1,17.44,81.49977050900104,7.59520148716944,82.69971107101242,28461
DRG_644,Antidepressant,South America,56785.0,2,62.57,24.955721486319035,2.059881841884732,80.92925745360577,20721
DRG_645,Antihistamine,Asia,34064.0,6,85.7,66.14463357106047,7.092961271407681,65.492355837664,6483
DRG_646,Painkiller,Asia,56424.0,2,9.27,29.53683542724587,0.21149823349416286,54.289714244974476,21696
DRG_647,Antidepressant,South America,47192.0,3,373.7,22.916884066049477,4.18932977983946,54.54677249565206,54777
DRG_648,Antihistamine,North America,64785.0,4,37.43,24.219516172977393,7.758650652027868,96.16118734926144,19625
DRG_649,Antibiotic,North America,67810.0,5,50.46,86.7331286566753,3.387329557744314,84.46396606129186,18156
DRG_650,Painkiller,Asia,88843.0,9,93.24,29.437798690244925,5.637371014453994,56.35513068853702,24035
DRG_651,Painkiller,North America,58694.0,4,36.54,23.612109152983358,2.049792328259108,67.83615846544532,25598
DRG_652,Painkiller,Europe,54886.0,9,49.21,55.03199097143298,7.419953911261723,79.62414969507982,21415
DRG_653,Antidepressant,South America,52915.0,3,6.3,87.51947775536198,0.5227910326875962,91.77858525453243,18303
DRG_654,Antihistamine,Europe,44702.0,8,12.75,40.99267011914415,8.525426448755004,52.183046435650425,19793
DRG_655,Antihistamine,North America,55077.0,1,29.57,53.73700940207331,1.9819638642166815,,20097
DRG_656,Antibiotic,Asia,45568.0,9,7.65,23.193802605100096,8.743980317083308,94.487449514769,15987
DRG_657,Antibiotic,South America,52526.0,9,64.98,55.92628113079007,3.5252924130051735,,22894
DRG_658,Painkiller,North America,69763.0,2,45.51,66.2090464509707,7.226835744744866,60.06995513969437,22300
DRG_659,Antibiotic,North America,34901.0,4,57.07,65.67256430017159,3.1922529778618847,97.9512087986483,27702
DRG_660,Antidepressant,Asia,67098.0,8,21.59,46.594135373949214,,80.67009232610856,26276
DRG_661,Antihistamine,Asia,69756.0,7,33.11,45.24265445305084,1.2663712551837436,63.08356833187533,16571
DRG_662,Painkiller,Europe,48228.0,1,68.06,28.52988951492783,1.785197892725987,53.34955471979238,24101
DRG_663,Antibiotic,South America,18172.0,5,96.7,49.34386565170147,4.930301251588023,51.40956702236111,15245
DRG_664,Antidepressant,South America,40882.0,7,9.79,27.95957350983717,0.8193843903814613,62.237253981846365,23479
DRG_665,Antidepressant,Asia,69454.0,4,89.59,81.32767557696413,1.9598018470176193,94.07429097944552,17416
DRG_666,Antibiotic,Europe,49656.0,1,59.8,97.30194381985487,9.437663822120143,70.79568271487548,14883
DRG_667,Antihistamine,South America,35010.0,9,58.57,97.60595653333655,9.764896611478871,86.01666845829965,21400
DRG_668,Antibiotic,Asia,42428.0,5,52.53,89.2056879500315,3.7625932933042194,95.91425176899789,6627
DRG_669,Painkiller,North America,62609.0,2,11.59,68.06337194716953,9.232860210139357,70.40202308014082,11245
DRG_670,Antibiotic,South America,58201.0,8,13.54,76.0692557795104,5.448246756734317,59.56386855186985,19112
DRG_671,Antidepressant,Europe,46416.0,2,62.09,42.816464214433125,2.6974246587376705,75.85589654284598,20412
DRG_672,Antibiotic,Europe,44497.0,3,37.39,70.46163361380965,7.023987210805986,95.40418435299273,18153
DRG_673,Antihistamine,Europe,44123.0,1,92.14,56.451963955190195,6.589018065748572,90.21872070688502,12102
DRG_674,Antiviral,North America,36163.0,2,43.63,58.561387182154604,9.891253191087333,53.29149216815769,15910
DRG_675,Antibiotic,South America,74230.0,7,18.61,80.62212483001264,2.650472874092833,84.6286400038791,21956
DRG_676,Antihistamine,South America,45165.0,2,72.9,42.55346844778013,6.720595026617354,78.59487612294768,22908
DRG_677,Antihistamine,North America,68257.0,6,32.87,45.44316893556159,0.5202375502944689,95.37315881732127,19918
DRG_678,Antidepressant,South America,72819.0,3,54.92,93.97134329029093,1.136460386967194,56.12407084251486,25784
DRG_679,Antihistamine,North America,64974.0,4,71.29,24.49794358807778,0.03918374951093262,76.70180566023282,21986
DRG_680,Antihistamine,North America,43525.0,8,452.65,58.85074387306723,9.994606810596732,93.97313467559462,48786
DRG_681,Antihistamine,North America,56055.0,3,80.26,93.02406403262894,8.022736971474778,70.50118933708715,18597
DRG_682,Antihistamine,Europe,49637.0,6,69.25,68.82904062545256,7.867230147335408,74.09974588664335,12985
DRG_683,Painkiller,South America,36444.0,1,69.57,63.71256593697056,5.097260752881797,53.523033883347914,19459
DRG_684,Painkiller,North America,54865.0,7,94.86,39.979534338348415,3.0006708290543993,63.90718202244554,25560
DRG_685,Antidepressant,South America,32314.0,8,33.1,47.46203912515586,1.5126428446267592,66.22533245844737,23426
DRG_686,Antibiotic,Europe,67815.0,8,5.11,88.16387326437544,2.8467473884646366,97.25612243724434,27010
DRG_687,Antihistamine,North America,43030.0,3,30.84,64.73745054147665,3.759712219291391,,18485
DRG_688,Antibiotic,Asia,53017.0,1,25.7,61.17937550054239,7.5631009698029406,73.0434367634826,26730
DRG_689,Antibiotic,Europe,54249.0,9,67.87,27.966377083202314,5.396617889031524,83.56522117821399,19033
DRG_690,Antidepressant,Asia,,6,65.2,21.282252516409848,0.7748362655548269,58.10916862039387,27357
DRG_691,Antihistamine,South America,58800.0,9,61.38,97.09481509496393,0.1802900895891224,74.32211935709373,19890
DRG_692,Antihistamine,South America,42876.0,7,6.54,50.15889338294733,1.0233217953406315,86.92695197379538,23536
DRG_693,Antiviral,Europe,63069.0,1,74.23,68.25704496796035,4.104987136973794,93.3427606513533,27375
DRG_694,Antibiotic,South America,29810.0,1,35.74,26.377205854982797,9.331929170490183,81.31296373312134,19032
DRG_695,Antibiotic,Asia,,6,68.18,74.64914285784373,6.374024812092216,83.4526757658474,21091
DRG_696,Painkiller,North America,79083.0,5,57.87,94.60533669647687,8.018258998755151,56.31417362922845,26444
DRG_697,Antiviral,North America,34995.0,9,37.56,66.05322023979357,4.663745945045486,97.28882486231736,19334
DRG_698,Painkiller,North America,39833.0,2,17.78,30.089225790032845,3.616660831950428,56.628703874224115,13395
DRG_699,Painkiller,Europe,57708.0,8,13.97,66.53772219787814,1.0840037271662273,88.73364685908992,30715
DRG_700,Painkiller,South America,52693.0,5,83.99,81.30777704837219,,63.24081608891594,17651
DRG_701,Antidepressant,Asia,55259.0,2,92.25,52.51332292592149,7.831600290279028,96.67965718506258,20793
DRG_702,Antidepressant,South America,57337.0,6,66.73,90.38701983531743,1.6811809759772511,85.99797696847398,25780
DRG_703,Painkiller,South America,59520.0,8,14.83,71.89463626858915,5.1226056387626056,87.69068564891845,16957
DRG_704,Antiviral,South America,66645.0,4,43.19,91.93991346313621,4.873748079212449,,14960
DRG_705,Antibiotic,North America,56147.0,2,74.25,69.88042489978697,6.2509155268652865,72.15199883175804,21268
DRG_706,Antiviral,Asia,46381.0,5,79.08,30.503037760385936,9.461868939912613,80.89065972946432,11034
DRG_707,Antihistamine,Asia,60088.0,2,16.23,44.775336888415126,5.797714417624796,88.49868091033005,18560
DRG_708,Antidepressant,South America,78498.0,2,5.0,36.143595860196555,5.402172667786186,55.19796879561948,21225
DRG_709,Antibiotic,North America,48010.0,6,72.65,92.70611981734899,0.5032293293466394,98.11826582272641,18650
DRG_710,Antibiotic,North America,35382.0,9,38.88,80.83200538299862,0.6290747601802393,94.51103352772779,12282
DRG_711,Antihistamine,Asia,,4,29.18,74.11186951280048,1.8734679132678889,63.51742952477922,27970
DRG_712,Antihistamine,North America,48194.0,6,6.23,44.07730557052973,0.3247077169174828,91.1380121516166,20517
DRG_713,Painkiller,North America,17409.0,7,56.33,34.723581764017084,7.433528955700124,75.91619615199117,27155
DRG_714,Antidepressant,North America,62711.0,6,85.86,80.51608703911295,7.233303039939631,73.09032407810093,18699
DRG_715,Antidepressant,Europe,41970.0,8,95.98,57.93263567032638,1.3605623443164294,65.72170529057027,15599
DRG_716,Antiviral,South America,48642.0,4,58.75,38.06316417205033,8.360789007952809,79.04842933157963,21345
DRG_717,Painkiller,Asia,54979.0,1,53.87,69.32975825322201,1.5478603484611198,86.49445588517989,18921
DRG_718,Painkiller,Asia,52857.0,7,13.08,23.226708171076158,3.0117558699735882,70.5466452481379,14111
DRG_719,Painkiller,Europe,,3,57.14,46.09362033026028,2.48976899161365,81.46095965041461,27348
DRG_720,Painkiller,South America,43467.0,6,41.1,57.48455956729077,3.7230709857304776,84.96564605776518,16888
DRG_721,Antidepressant,Asia,57696.0,2,62.68,31.83666672875247,2.546637658899619,85.55609085076429,10798
DRG_722,Antidepressant,North America,46106.0,9,41.93,98.77235820726716,4.889509264384521,52.598304906559015,26640
DRG_723,Painkiller,Asia,61082.0,1,27.83,36.72778916716914,4.074078813546854,92.98739028425334,17478
DRG_724,Antiviral,North America,59230.0,6,14.02,30.42825040346124,9.865694907793266,72.9126657382524,16960
DRG_725,Antibiotic,Europe,35968.0,6,34.92,36.28278991095171,0.5592635012822567,63.12080408481072,11173
DRG_726,Antibiotic,North America,66289.0,5,14.18,81.52489065277794,1.4218137638735162,62.08822537398408,28704
DRG_727,Antiviral,Asia,41960.0,5,21.81,54.04045274174742,0.5282589390860248,74.15070564219752,13552
DRG_728,Painkiller,Asia,62120.0,1,98.8,65.23327518020304,6.258411949823758,94.34157697344796,20292
DRG_729,Antidepressant,Asia,55509.0,5,47.19,21.680732558908858,0.5450927741371958,68.91737908413235,24563
DRG_730,Antibiotic,Europe,77572.0,2,55.53,22.754504685865165,8.364397373761234,87.48628733917717,22108
DRG_731,Antihistamine,Europe,46648.0,7,87.99,55.66604398616129,5.119386306819278,54.84093654936093,19701
DRG_732,Antihistamine,South America,44760.0,3,99.58,85.33241945612988,5.270076245815337,73.8028351075531,11491
DRG_733,Antiviral,Asia,49708.0,4,60.36,90.81911029660522,5.615945077121943,99.58430701963678,15951
DRG_734,Painkiller,North America,45452.0,3,82.19,26.936525407651217,1.7081370630621073,88.52189013961686,20939
DRG_735,Antibiotic,Europe,61999.0,3,36.06,63.06904816808182,1.9769030311448754,60.52642442203065,16064
DRG_736,Painkiller,Asia,25755.0,4,34.05,93.05837490234164,3.188173228730047,75.07207368489554,21016
DRG_737,Antibiotic,Asia,34194.0,5,43.26,51.03782035183091,5.934964158218515,61.68123818242833,23408
DRG_738,Antiviral,Europe,33982.0,1,68.89,86.36526651426949,2.1011777594021455,70.47804636312546,24812
DRG_739,Antiviral,South America,64254.0,4,69.81,30.695652351954898,,89.00420118674825,13869
DRG_740,Antihistamine,Europe,75659.0,8,34.95,94.8315591734239,9.701168864184321,88.56124076452019,30983
DRG_741,Painkiller,Europe,48433.0,7,17.65,80.11386540250422,0.21981814809622913,61.405018895119255,23837
DRG_742,Antihistamine,North America,,9,65.08,95.30675142295213,8.026974053360217,96.11116590774301,19991
DRG_743,Painkiller,North America,51050.0,5,17.19,74.12937868420052,7.8803514957502205,79.62840913824134,25447
DRG_744,Antihistamine,South America,67428.0,4,59.96,49.07231455995416,2.9721411384509597,68.99621454810072,31827
DRG_745,Antidepressant,Asia,36089.0,8,70.88,95.0544938019778,1.356266160073134,75.09677903904303,12806
DRG_746,Antidepressant,Europe,53575.0,9,71.56,42.045342104734274,1.4562864670542341,,18873
DRG_747,Antidepressant,South America,64627.0,7,76.58,46.5738017649386,6.974316172371925,77.99452659228928,8107
DRG_748,Antidepressant,North America,57516.0,7,87.92,76.06467344013922,6.428065910861736,74.3202517768089,20963
DRG_749,Antibiotic,Europe,52843.0,5,52.5,81.22530396203089,,75.24664020447,21826
DRG_750,Antidepressant,Asia,65015.0,4,74.37,94.3522787079323,9.374811723991046,58.82059552139431,19804
DRG_751,Antiviral,North America,9451.0,1,63.82,36.38419272449676,6.91927363266592,90.63664521523397,16727
DRG_752,Antiviral,North America,60168.0,7,22.73,83.83984281753791,1.5585153655144346,77.08801599705077,9752
DRG_753,Antibiotic,North America,40188.0,1,7.44,79.08368427175708,2.434426167654107,56.553993085235156,21867
DRG_754,Antidepressant,South America,22540.0,1,32.03,25.10356450028783,8.421937308731145,88.3078550791389,27277
DRG_755,Antidepressant,Asia,57668.0,5,47.09,50.97785129681655,,96.62219891886754,17044
DRG_756,Antidepressant,Europe,70604.0,9,63.63,42.62123656480789,0.7252231695448141,97.36534496184811,22200
DRG_757,Antihistamine,South America,47938.0,6,85.75,44.359233948322434,7.032800540422505,68.45088662055863,12159
DRG_758,Painkiller,South America,64293.0,3,23.64,98.63575036437607,4.025263554901421,56.7758436780377,22286
DRG_759,Antihistamine,South America,74184.0,3,16.93,71.42219307839423,9.200400525459036,75.91998133165326,18033
DRG_760,Painkiller,North America,69723.0,7,96.53,77.41409262347997,6.502550710936616,55.63046146746103,16187
DRG_761,Antidepressant,Asia,74599.0,6,15.26,98.12941098520074,0.9041897779166075,96.69937092563086,16198
DRG_762,Antidepressant,South America,61131.0,9,50.46,50.17614259661109,9.478565672536607,59.1789813677573,18031
DRG_763,Antihistamine,Europe,51131.0,6,60.63,84.14721347622448,2.5855726364024587,62.6382929975582,21912
DRG_764,Antihistamine,Asia,,5,56.43,54.76247706435963,3.372124904062858,70.33182634424853,13439
DRG_765,Painkiller,Europe,46309.0,7,13.17,89.56269374519837,4.022604136835421,69.15822342795629,18014
DRG_766,Antiviral,Asia,37351.0,1,10.42,34.45260330490426,0.5122429640431325,89.73314461989446,19792
DRG_767,Painkiller,Europe,82564.0,7,15.02,95.81489416514236,4.965154222306048,72.81584102754812,14504
DRG_768,Antihistamine,North America,47361.0,3,60.63,37.50173667287037,1.2331849107529225,58.53841300016684,28983
DRG_769,Antihistamine,South America,51848.0,9,56.71,46.097640558474524,4.009703266883518,63.3604947743037,15732
DRG_770,Antibiotic,Europe,,6,27.21,80.49537872854245,3.5070978799208428,75.4556692593761,16652
DRG_771,Antihistamine,Asia,50654.0,9,65.59,51.500411325232534,7.728400834265034,57.372695871306746,15108
DRG_772,Antibiotic,South America,75425.0,5,82.91,68.65691014131573,,80.58278378230071,28992
DRG_773,Antiviral,South America,40660.0,7,8.95,55.565880085554284,1.5341288238908801,78.2873653275573,22764
DRG_774,Painkiller,Asia,52919.0,4,52.32,79.38959496718255,3.665511873792262,85.73511581911288,15317
DRG_775,Painkiller,Europe,38862.0,7,70.48,38.266500189488866,3.733531610318317,96.88523076896838,25531
DRG_776,Antibiotic,North America,30199.0,1,28.97,24.67663897895016,1.5141044393608505,95.61272805505779,21003
DRG_777,Painkiller,North America,40823.0,7,34.24,43.9943517978453,7.984535050511905,97.30378090344158,21286
DRG_778,Antihistamine,Europe,49444.0,8,63.3,57.94469318947442,7.072283283354233,62.23577985118504,18277
