Sales,Digital_Ads_Spend,TV_Commercials_Spend,Physician_Outreach_Spend,Trade_Show_Investment,Region,Campaign_Type,Ad_Format,Launch_Year
351.3,206k USD,367.68,99.05,110.63,North,Acquisition,Banner,2019.0
428.75,133k USD,431.71,182.03,30.82,nan,Retention,Search,2023.0
356.92,84k USD,451.59,89.76,132.18,South,Acquisition,Soial Media,2020.0
371.57,248k USD,328.71,,82.47,West,Retention,Banner,2021.0
307.73,,306.98,70.62,28.94,West,Retention,Search,2021.0
364.78,183k USD,272.17,105.26,91.46,West,Awareness,nan,2021.0
393.37,273k USD,226.78,124.59,74.23,Online,Seasonal,Banner,2023.0
561.66,247k USD,273.84,212.81,134.11,North,Retention,Social Media,2019.0
299.99,87k USD,409.55,56.38,46.52,Online,Seasonal,Video,2021.0
495.99,127k USD,340.77,,127.44,Online,Seasonal,nan,2023.0
408.78,112k USD,457.01,146.92,92.5,nan,Seasonal,Soial Media,2023.0
343.77,235k USD,277.35,93.35,27.1,East,Acquisition,nan,2018.0
387.79,58k USD,342.84,138.42,146.34,North,Seasonal,Social Media,2022.0
342.56,192k USD,352.52,95.99,86.64,West,Retention,Search,
423.65,240k USD,336.68,161.14,57.81,South,Acquisition,Search,2021.0
425.87,269k USD,381.05,125.45,81.02,West,Seasonal,nan,2022.0
303.6,135k USD,194.97,66.17,131.52,Online,Awareness,Social Media,2019.0
356.89,255k USD,304.95,55.65,59.64,North,Seasonal,nan,2023.0
299.12,77k USD,141.69,150.27,45.05,North,Seasonal,Video,2025.0
528.18,261k USD,253.8,228.53,36.78,North,Acquisition,Video,
297.45,81k USD,295.07,105.67,58.72,East,Retention,Bannr,
443.93,149k USD,360.89,191.26,121.41,West,Seasonal,Banner,2021.0
494.33,249k USD,480.21,174.91,81.31,East,Acquisition,Bannr,2025.0
488.25,87k USD,340.26,234.94,49.57,nan,Acquisition,Video,2020.0
457.01,107k USD,397.44,210.62,41.6,South,Retention,Social Media,2019.0
434.35,230k USD,302.51,154.65,63.25,nan,Acquisition,Banner,2018.0
534.07,230k USD,353.64,174.55,142.19,Online,Retention,Social Media,2018.0
450.99,210k USD,128.37,227.65,64.59,East,Awareness,Bannr,2022.0
389.26,223k USD,201.76,117.89,148.46,East,Seasonal,Search,2023.0
300.07,185k USD,244.74,101.89,83.08,nan,Acquisition,Social Media,2022.0
235.35,112k USD,289.0,32.38,43.29,Online,Awareness,Bannr,2020.0
475.19,136k USD,118.26,211.84,135.85,North,Acquisition,Bannr,2020.0
429.21,95k USD,156.01,206.22,79.85,Online,Acquisition,Bannr,
310.26,277k USD,210.73,52.98,112.26,West,Awareness,Search,2018.0
471.0,195k USD,488.61,156.91,147.88,nan,Acquisition,Search,2025.0
304.61,150k USD,232.54,132.08,26.52,Online,Acquisition,nan,2021.0
243.19,165k USD,292.82,56.12,32.57,North,Awareness,Search,2018.0
594.56,286k USD,178.44,245.73,113.66,Online,Acquisition,Banner,2018.0
300.86,88k USD,344.31,77.23,56.64,East,Retention,Search,2025.0
242.04,196k USD,212.27,44.79,43.96,South,Acquisition,Search,
371.24,176k USD,182.8,160.87,25.12,East,Seasonal,Search,
423.67,202k USD,306.63,192.55,22.84,South,Acquisition,Social Media,2025.0
216.51,54k USD,102.2,37.14,120.68,Online,Seasonal,Search,2020.0
387.45,268k USD,103.07,174.92,37.48,West,Seasonal,Banner,2025.0
440.75,283k USD,187.63,147.1,80.8,Online,Acquisition,Bannr,2022.0
254.98,191k USD,114.69,52.72,98.77,North,Awareness,Social Media,2020.0
311.38,224k USD,143.21,67.96,75.69,Online,Retention,Video,2025.0
400.87,280k USD,235.54,154.95,23.52,South,Retention,Search,2023.0
396.48,226k USD,421.03,95.2,121.86,East,Acquisition,nan,2020.0
479.81,88k USD,328.82,236.43,21.37,West,Awareness,nan,2020.0
515.76,194k USD,305.07,210.12,119.05,Online,Awareness,Bannr,2018.0
545.05,201k USD,217.4,246.38,136.13,Online,Retention,Bannr,2021.0
372.43,156k USD,472.7,87.13,76.27,East,Awareness,Social Media,2018.0
514.39,234k USD,258.81,243.34,89.62,West,Acquisition,nan,2019.0
411.59,283k USD,134.84,124.87,82.01,nan,Acquisition,Video,2020.0
399.24,281k USD,346.83,106.45,70.6,Online,Awareness,Soial Media,2025.0
286.72,162k USD,145.54,41.08,135.37,Online,Acquisition,nan,2025.0
229.64,78k USD,238.09,41.61,136.21,nan,Seasonal,nan,2025.0
478.31,296k USD,302.96,182.24,63.66,South,Retention,Banner,2020.0
460.79,259k USD,449.69,130.74,99.96,South,Acquisition,Soial Media,2025.0
342.66,81k USD,297.42,79.83,140.5,North,Awareness,Bannr,2019.0
537.0,280k USD,380.9,165.07,145.07,East,Retention,Soial Media,2020.0
403.02,267k USD,497.13,85.63,86.16,West,Acquisition,nan,2025.0
394.58,179k USD,152.6,157.08,78.87,Online,Retention,Bannr,2020.0
360.81,197k USD,209.89,109.03,56.23,Online,Awareness,Soial Media,2023.0
497.68,149k USD,257.83,211.18,144.65,North,Seasonal,Bannr,2020.0
398.85,63k USD,268.73,210.55,38.57,Online,Seasonal,Bannr,2019.0
337.85,133k USD,264.41,135.02,95.38,East,Acquisition,Social Media,2018.0
476.41,250k USD,845.25,107.18,56.73,North,Seasonal,Video,2020.0
278.27,51k USD,385.61,109.76,56.27,East,Acquisition,Bannr,2021.0
461.99,133k USD,343.16,207.26,72.65,North,Retention,Banner,2019.0
386.87,149k USD,223.75,102.2,149.84,Online,Acquisition,nan,2022.0
274.73,184k USD,429.52,75.99,27.15,North,Acquisition,nan,2023.0
398.56,279k USD,482.02,48.63,95.21,South,Acquisition,Banner,2019.0
361.37,136k USD,428.48,132.67,30.73,West,Seasonal,Search,2018.0
311.61,136k USD,100.63,136.07,40.09,Online,Acquisition,Bannr,2025.0
508.9,234k USD,354.56,215.0,77.14,nan,Awareness,Bannr,2025.0
251.27,163k USD,120.45,78.67,86.36,West,Acquisition,Bannr,2019.0
286.18,106k USD,203.04,113.82,53.64,Online,Retention,Soial Media,2022.0
468.06,163k USD,123.81,207.85,61.14,West,Awareness,Bannr,2025.0
402.69,85k USD,341.52,211.2,31.31,South,Retention,Bannr,2023.0
303.98,94k USD,374.64,114.61,59.42,West,Retention,Banner,2021.0
396.42,174k USD,145.8,131.01,145.65,North,Retention,Video,2022.0
362.64,154k USD,253.54,,142.81,West,Awareness,Video,
531.83,278k USD,282.49,235.16,63.53,Online,Awareness,Search,
279.9,140k USD,247.62,56.1,94.21,nan,Seasonal,Banner,2019.0
536.08,195k USD,148.41,,138.25,nan,Awareness,Bannr,2022.0
404.02,208k USD,267.58,180.45,20.8,East,Acquisition,Video,2025.0
406.86,53k USD,400.47,146.95,125.39,West,Retention,Social Media,2025.0
313.11,215k USD,128.4,37.18,143.29,nan,Seasonal,Social Media,2019.0
274.99,94k USD,132.07,134.63,31.87,West,Awareness,Social Media,2025.0
336.28,290k USD,241.91,119.7,40.99,nan,Retention,Bannr,2025.0
359.12,87k USD,476.69,65.47,144.9,West,Awareness,Bannr,2021.0
498.23,153k USD,367.43,174.41,89.88,Online,Seasonal,Search,2021.0
458.17,71k USD,371.47,243.65,21.85,West,Awareness,nan,2018.0
439.19,299k USD,244.77,153.68,53.49,Online,Awareness,Search,2021.0
453.59,175k USD,337.46,187.25,78.49,Online,Retention,Search,2020.0
302.23,198k USD,104.05,45.06,110.08,East,Acquisition,Soial Media,2022.0
361.49,66k USD,354.44,121.89,115.31,nan,Awareness,Social Media,2022.0
390.69,237k USD,465.31,55.6,149.4,North,Seasonal,Bannr,2019.0
410.42,102k USD,345.03,164.82,57.38,Online,Awareness,Social Media,2021.0
577.76,274k USD,449.48,236.47,89.97,nan,Awareness,Search,2018.0
407.05,101k USD,389.59,175.59,89.33,South,Acquisition,Bannr,2025.0
236.28,97k USD,148.22,46.9,72.73,West,Retention,Banner,2018.0
308.85,59k USD,460.98,108.03,41.99,South,Seasonal,Video,2018.0
392.63,168k USD,126.58,151.15,147.07,West,Retention,Video,2023.0
452.21,191k USD,313.59,118.71,130.93,East,Retention,Search,2025.0
411.32,66k USD,156.85,213.4,84.78,Online,Retention,nan,2020.0
488.5,243k USD,104.68,209.23,98.42,North,Awareness,Social Media,2021.0
396.93,163k USD,268.81,164.6,49.54,Online,Acquisition,Banner,2025.0
337.32,181k USD,218.02,112.16,90.69,West,Awareness,Bannr,2018.0
356.36,160k USD,294.4,86.17,110.35,North,Seasonal,nan,2025.0
298.68,150k USD,330.88,53.29,86.97,Online,Acquisition,Social Media,2020.0
355.21,189k USD,117.5,108.08,148.74,North,Retention,Search,2022.0
328.79,88k USD,149.2,120.9,99.47,West,Acquisition,Social Media,2019.0
397.95,95k USD,323.46,178.68,68.23,East,Seasonal,Search,2021.0
463.52,265k USD,237.27,174.8,120.38,East,Awareness,Soial Media,2021.0
298.64,286k USD,391.67,45.42,42.16,Online,Awareness,Video,2023.0
367.26,143k USD,360.92,116.96,69.99,South,Retention,nan,2022.0
300.12,117k USD,438.24,69.99,65.1,West,Awareness,Video,2021.0
362.91,210k USD,377.0,64.5,76.13,Online,Awareness,Social Media,2023.0
491.8,152k USD,271.97,212.01,121.63,Online,Seasonal,Banner,2023.0
227.5,56k USD,369.19,39.22,82.94,East,Acquisition,Bannr,2023.0
351.4,89k USD,210.15,122.22,123.22,North,Awareness,Search,
297.59,228k USD,222.53,67.0,94.94,West,Seasonal,Bannr,2021.0
524.15,214k USD,415.59,223.45,64.47,North,Seasonal,Video,2021.0
393.04,56k USD,278.57,152.55,125.3,nan,Retention,Banner,2021.0
307.65,105k USD,419.35,80.9,50.98,nan,Seasonal,Banner,2020.0
403.1,107k USD,428.97,140.53,49.17,West,Retention,Bannr,2023.0
558.21,,443.02,190.93,85.59,South,Awareness,Video,2020.0
500.02,54k USD,466.65,240.79,53.91,nan,Retention,Bannr,2019.0
265.37,76k USD,272.39,78.5,21.18,East,Seasonal,Social Media,2021.0
578.89,249k USD,227.55,224.96,104.28,South,Acquisition,Banner,
468.83,94k USD,332.88,235.55,86.44,Online,Acquisition,Banner,2025.0
512.27,213k USD,248.47,231.61,77.92,nan,Awareness,Social Media,2022.0
443.52,109k USD,340.43,169.79,145.71,East,Awareness,Video,
432.07,74k USD,382.23,168.56,94.26,Online,Acquisition,Banner,2018.0
396.62,110k USD,375.36,118.71,132.25,South,Retention,nan,2019.0
433.33,230k USD,249.82,195.53,38.13,West,Awareness,Soial Media,2025.0
421.8,263k USD,166.74,146.88,94.0,Online,Seasonal,Soial Media,2018.0
522.95,257k USD,272.21,179.04,132.84,North,Awareness,Soial Media,2018.0
321.65,149k USD,157.04,124.26,95.8,West,Retention,Search,2021.0
509.19,217k USD,456.04,190.93,113.34,West,Awareness,nan,2022.0
413.9,101k USD,238.35,211.38,68.37,South,Seasonal,Search,2018.0
232.07,123k USD,161.78,62.22,32.02,South,Seasonal,Video,2023.0
510.09,274k USD,110.18,213.24,79.53,East,Seasonal,Social Media,2025.0
324.18,53k USD,358.33,148.87,71.28,East,Retention,Bannr,
490.01,71k USD,354.76,215.83,132.72,North,Retention,nan,
300.45,101k USD,236.24,124.89,51.72,West,Seasonal,Video,2018.0
341.97,,128.68,113.39,145.68,North,Seasonal,Bannr,2019.0
500.49,95k USD,,231.31,144.56,North,Retention,Video,2022.0
309.44,195k USD,224.49,85.26,52.19,South,Retention,Search,2022.0
484.31,155k USD,370.85,215.73,65.25,North,Retention,Soial Media,
495.85,273k USD,342.31,136.48,136.42,North,Acquisition,Social Media,2018.0
501.0,254k USD,245.84,143.1,145.66,Online,Retention,Search,2022.0
282.94,135k USD,187.16,97.86,77.65,East,Seasonal,Social Media,2019.0
400.26,114k USD,495.21,156.07,61.73,East,Acquisition,nan,
345.61,144k USD,281.6,101.55,88.39,West,Retention,Bannr,2025.0
299.78,197k USD,375.31,38.64,109.41,East,Seasonal,Video,2019.0
287.86,117k USD,156.22,89.84,55.55,nan,Awareness,Banner,2019.0
320.27,206k USD,,31.4,115.74,West,Acquisition,Banner,2023.0
432.53,152k USD,111.01,245.24,26.72,Online,Seasonal,Social Media,2021.0
477.17,188k USD,302.18,242.46,26.41,East,Awareness,Soial Media,2018.0
,159k USD,485.61,116.93,70.22,Online,Seasonal,Soial Media,2025.0
420.12,123k USD,253.68,190.24,65.95,East,Retention,Social Media,
358.17,287k USD,115.6,106.08,61.03,East,Retention,Search,2022.0
387.25,240k USD,112.38,177.64,83.83,Online,Awareness,Banner,2019.0
401.35,85k USD,255.19,207.19,61.7,North,Retention,Search,
494.51,267k USD,164.01,238.29,44.99,North,Seasonal,Bannr,2018.0
302.47,171k USD,109.34,118.05,60.23,North,Awareness,Banner,2025.0
513.49,273k USD,402.49,202.33,146.74,nan,Seasonal,Bannr,2025.0
319.17,249k USD,283.41,88.5,73.44,North,Seasonal,Video,2018.0
473.69,156k USD,215.7,247.87,77.81,East,Seasonal,Search,2021.0
261.72,55k USD,460.03,35.67,94.95,South,Retention,Social Media,2023.0
401.47,117k USD,146.46,162.78,147.83,Online,Retention,Banner,2022.0
448.96,185k USD,482.37,175.09,51.41,South,Seasonal,Search,2023.0
477.18,208k USD,225.59,181.37,108.57,nan,Acquisition,Social Media,2025.0
338.41,114k USD,455.36,56.49,113.08,South,Seasonal,Video,2022.0
498.31,84k USD,341.18,236.48,98.95,West,Seasonal,Banner,2025.0
344.77,258k USD,430.68,69.86,31.52,North,Awareness,Bannr,2019.0
515.23,296k USD,493.61,167.01,107.99,nan,Seasonal,Video,2019.0
262.69,181k USD,215.36,78.99,28.33,East,Retention,Soial Media,2018.0
325.51,92k USD,484.45,97.59,97.5,North,Awareness,Social Media,2022.0
393.33,118k USD,255.79,150.22,116.15,North,Acquisition,Banner,2022.0
312.99,54k USD,254.2,121.78,47.43,South,Awareness,Banner,2025.0
391.69,278k USD,236.15,65.25,129.41,West,Acquisition,nan,2023.0
235.69,79k USD,316.56,67.61,23.95,North,Awareness,nan,2019.0
394.02,194k USD,161.66,121.99,129.7,Online,Awareness,Video,2020.0
388.41,118k USD,321.48,196.6,79.84,Online,Acquisition,Banner,2018.0
700.33,188k USD,316.68,409.38,48.29,North,Retention,Social Media,
287.61,212k USD,404.76,48.51,37.39,South,Retention,Video,2022.0
495.63,257k USD,433.46,116.48,143.93,South,Retention,Bannr,2021.0
233.87,101k USD,276.18,52.05,29.45,East,Awareness,Video,2021.0
193.08,52k USD,220.93,33.65,45.88,nan,Seasonal,Video,2020.0
383.11,84k USD,203.73,175.58,65.22,nan,Awareness,Bannr,2019.0
451.91,275k USD,177.85,162.54,100.63,nan,Seasonal,Soial Media,2019.0
346.18,268k USD,123.06,65.86,90.82,West,Seasonal,nan,2019.0
336.95,199k USD,668.95,81.44,36.33,South,Retention,Social Media,2023.0
251.45,200k USD,208.1,35.22,57.66,East,Seasonal,Soial Media,2025.0
543.46,216k USD,486.57,213.69,51.04,Online,Awareness,Soial Media,2021.0
436.3,93k USD,323.08,244.43,47.76,nan,Awareness,Soial Media,2019.0
341.81,278k USD,238.91,59.8,73.45,Online,Retention,nan,2021.0
327.12,154k USD,332.19,80.92,111.52,Online,Acquisition,Search,2020.0
435.87,145k USD,155.68,221.05,48.27,North,Awareness,nan,2018.0
483.0,179k USD,277.62,233.82,67.67,West,Seasonal,Soial Media,2025.0
353.25,61k USD,350.49,122.32,70.82,East,Awareness,Search,2023.0
277.5,91k USD,295.56,41.14,146.94,West,Awareness,Bannr,2022.0
345.73,234k USD,260.71,38.67,144.11,North,Awareness,nan,2020.0
448.43,70k USD,497.54,156.27,124.02,East,Acquisition,Social Media,2025.0
375.44,200k USD,452.13,116.44,51.42,East,Seasonal,Soial Media,2021.0
235.32,111k USD,349.36,36.3,28.84,South,Retention,Banner,2020.0
387.91,147k USD,327.75,158.32,61.2,West,Awareness,Bannr,2022.0
241.6,122k USD,348.26,32.49,54.68,West,Seasonal,Search,2025.0
430.87,,180.52,203.22,85.77,South,Seasonal,nan,2023.0
401.07,229k USD,258.06,97.42,121.1,Online,Retention,Social Media,
259.25,124k USD,115.78,38.86,131.58,North,Awareness,Video,2018.0
453.29,191k USD,290.22,159.44,129.83,West,Acquisition,Social Media,2022.0
348.38,169k USD,,117.49,66.76,South,Seasonal,Social Media,2025.0
507.89,215k USD,191.1,244.24,109.34,East,Retention,Soial Media,2023.0
479.59,284k USD,485.61,149.72,60.67,nan,Acquisition,Soial Media,2021.0
348.78,233k USD,463.78,90.55,27.92,South,Seasonal,nan,2022.0
421.72,103k USD,388.86,186.08,111.2,nan,Awareness,nan,
229.63,57k USD,313.35,89.73,21.28,Online,Seasonal,Search,2020.0
536.98,115k USD,447.99,228.93,73.19,North,Acquisition,nan,2019.0
319.38,198k USD,152.26,112.44,62.82,nan,Acquisition,Search,2020.0
427.28,62k USD,416.2,150.97,110.14,Online,Awareness,Soial Media,2021.0
263.61,174k USD,149.93,41.13,119.61,nan,Awareness,Soial Media,2025.0
422.23,199k USD,417.68,123.75,59.53,East,Retention,Banner,
499.88,133k USD,210.31,213.12,125.51,East,Awareness,Banner,2018.0
504.36,242k USD,450.84,207.24,58.21,East,Retention,Bannr,2022.0
278.46,76k USD,477.62,79.35,78.02,East,Acquisition,Soial Media,2025.0
235.74,68k USD,159.52,79.74,114.51,South,Acquisition,Video,2018.0
501.48,232k USD,285.07,209.81,110.08,East,Seasonal,Banner,2021.0
626.46,173k USD,492.39,234.69,148.36,East,Seasonal,Search,2022.0
280.04,222k USD,293.36,50.98,,South,Retention,Social Media,2023.0
423.95,158k USD,445.42,129.01,106.1,East,Awareness,nan,2023.0
372.45,111k USD,335.49,104.24,99.26,Online,Awareness,nan,2025.0
553.38,254k USD,250.13,221.55,138.96,Online,Seasonal,Bannr,2020.0
276.57,249k USD,214.31,48.38,40.33,West,Acquisition,Banner,2025.0
640.29,223k USD,181.29,317.89,117.73,Online,Retention,Social Media,2020.0
474.91,118k USD,404.72,195.54,93.87,North,Acquisition,Social Media,
260.92,197k USD,254.62,41.28,55.71,North,Acquisition,Banner,2021.0
367.61,140k USD,304.51,138.36,81.68,North,Awareness,Video,2023.0
330.86,72k USD,296.93,127.26,63.39,South,Retention,Video,
431.27,279k USD,330.91,103.57,95.31,Online,Acquisition,Bannr,2022.0
430.08,84k USD,446.23,116.81,135.57,North,Seasonal,Video,2023.0
501.64,287k USD,492.3,146.59,94.01,West,Seasonal,Bannr,2020.0
322.19,161k USD,263.03,65.5,102.12,South,Awareness,Search,2025.0
419.58,96k USD,431.01,155.84,87.44,West,Seasonal,Banner,2021.0
468.23,185k USD,405.81,207.2,26.65,Online,Seasonal,Social Media,2023.0
500.31,268k USD,329.41,197.24,50.27,East,Acquisition,Bannr,
390.5,233k USD,482.42,63.86,83.96,West,Seasonal,nan,2021.0
280.57,251k USD,180.19,62.83,60.33,East,Seasonal,Video,
268.57,214k USD,143.71,89.0,43.63,South,Acquisition,nan,2023.0
399.53,223k USD,441.58,109.44,85.54,West,Awareness,Bannr,2025.0
395.3,262k USD,275.66,119.86,61.97,West,Awareness,Soial Media,2018.0
447.69,112k USD,438.79,179.53,53.55,nan,Retention,Bannr,2025.0
289.75,172k USD,457.24,42.47,80.32,South,Seasonal,Video,2023.0
134.9,105k USD,124.98,37.63,37.33,South,Acquisition,Soial Media,2020.0
473.08,296k USD,453.39,116.22,140.61,North,Retention,Soial Media,2025.0
516.13,286k USD,279.33,183.38,132.8,Online,Awareness,Video,2022.0
265.79,59k USD,304.17,72.56,111.99,West,Awareness,Soial Media,2020.0
421.2,226k USD,350.64,171.13,33.81,West,Acquisition,Banner,2020.0
451.09,281k USD,470.55,87.16,120.86,South,Retention,Social Media,2020.0
456.1,95k USD,107.65,224.94,125.03,South,Retention,nan,2021.0
536.2,191k USD,290.74,227.05,119.81,Online,Acquisition,Banner,2019.0
364.83,278k USD,375.09,95.4,34.82,South,Acquisition,Banner,2019.0
295.07,,389.08,80.6,103.71,East,Retention,Video,2018.0
429.55,224k USD,377.01,120.49,128.46,East,Awareness,Video,
297.0,124k USD,153.77,82.92,95.06,nan,Seasonal,nan,
452.49,281k USD,219.76,177.92,104.03,East,Awareness,Social Media,2020.0
550.64,292k USD,243.49,211.73,79.59,East,Acquisition,Bannr,2019.0
527.21,286k USD,421.77,178.08,88.73,Online,Retention,Banner,2018.0
417.31,168k USD,211.5,211.36,24.47,West,Retention,Soial Media,2021.0
411.97,265k USD,184.28,117.34,103.07,East,Seasonal,Social Media,2020.0
371.12,261k USD,482.98,64.39,30.59,nan,Retention,Banner,2022.0
392.76,129k USD,103.55,192.35,76.55,South,Seasonal,Bannr,2021.0
414.38,257k USD,499.13,109.3,58.05,East,Awareness,Soial Media,2018.0
445.47,59k USD,370.73,177.68,90.91,nan,Awareness,Banner,2021.0
388.14,199k USD,431.39,89.54,37.34,Online,Retention,Search,2022.0
260.55,107k USD,217.85,47.87,109.91,South,Retention,nan,
452.09,80k USD,105.73,248.37,123.35,nan,Acquisition,Social Media,2021.0
249.29,69k USD,395.15,64.36,41.24,East,Acquisition,nan,2018.0
564.1,224k USD,433.66,247.45,33.56,West,Retention,Video,
479.97,134k USD,396.19,245.0,38.92,South,Retention,Banner,
495.72,231k USD,157.14,204.64,134.03,South,Awareness,Soial Media,
425.95,66k USD,401.37,175.07,88.66,West,Retention,Soial Media,2022.0
401.58,128k USD,407.57,157.12,80.74,South,Acquisition,Social Media,2022.0
503.54,184k USD,363.42,220.54,33.87,East,Awareness,Social Media,
419.32,247k USD,406.45,93.68,104.44,South,Seasonal,nan,2021.0
468.91,129k USD,438.37,132.89,132.84,East,Acquisition,Soial Media,2022.0
493.42,206k USD,345.44,166.27,127.66,West,Acquisition,Soial Media,2025.0
371.85,271k USD,135.44,120.46,101.39,North,Awareness,Soial Media,2021.0
367.93,203k USD,295.05,124.05,29.79,West,Seasonal,Banner,2020.0
283.23,108k USD,131.06,102.66,34.61,East,Acquisition,Soial Media,2022.0
346.64,56k USD,263.02,154.13,26.41,Online,Retention,Video,2021.0
486.68,267k USD,262.84,217.13,53.47,West,Acquisition,Soial Media,2020.0
191.27,55k USD,126.4,74.34,37.64,Online,Awareness,Video,2022.0
497.56,268k USD,239.53,235.58,53.81,Online,Awareness,Banner,2020.0
443.82,182k USD,144.4,181.6,70.06,East,Awareness,Social Media,2023.0
599.92,284k USD,423.29,211.12,142.59,East,Acquisition,Video,2022.0
471.71,249k USD,479.08,152.36,99.35,North,Seasonal,Banner,2023.0
517.04,299k USD,128.93,201.49,128.55,nan,Retention,Soial Media,2018.0
306.69,137k USD,482.05,33.56,112.35,South,Awareness,Banner,2018.0
461.9,241k USD,309.03,210.04,34.63,West,Seasonal,Soial Media,2021.0
270.88,150k USD,219.83,38.83,115.67,East,Retention,nan,2019.0
452.35,169k USD,130.74,225.78,55.76,West,Awareness,Banner,2023.0
591.15,206k USD,300.25,248.23,103.08,nan,Retention,Social Media,2023.0
380.04,268k USD,417.81,94.69,64.33,nan,Retention,Video,2018.0
392.13,296k USD,382.83,76.27,149.7,Online,Seasonal,nan,2023.0
420.48,242k USD,120.09,198.38,54.26,South,Retention,Social Media,2019.0
256.33,154k USD,129.16,85.67,56.29,North,Awareness,Search,
504.93,155k USD,261.15,220.42,140.99,West,Seasonal,Soial Media,2020.0
243.52,234k USD,218.12,52.63,23.2,South,Acquisition,Video,2020.0
284.5,109k USD,192.95,57.71,110.57,North,Acquisition,Social Media,2019.0
464.28,77k USD,212.4,245.41,114.29,West,Seasonal,Video,2023.0
481.27,138k USD,421.39,178.24,128.73,South,Acquisition,Search,2023.0
580.65,121k USD,471.69,216.32,146.68,East,Retention,Bannr,2023.0
372.83,124k USD,262.04,101.35,146.83,West,Awareness,Soial Media,2025.0
426.55,108k USD,462.44,178.83,28.49,South,Retention,Soial Media,2021.0
426.06,60k USD,228.6,160.73,126.84,nan,Seasonal,Banner,2022.0
412.46,54k USD,290.57,162.69,104.02,North,Awareness,Soial Media,2019.0
,296k USD,190.41,180.16,104.15,South,Seasonal,Soial Media,2019.0
387.71,156k USD,356.19,156.58,36.69,East,Seasonal,Social Media,2025.0
418.28,146k USD,491.59,124.39,104.52,West,Seasonal,nan,2019.0
402.3,219k USD,341.4,90.7,147.72,West,Retention,Soial Media,
454.45,104k USD,243.13,199.09,138.54,West,Awareness,Soial Media,
383.05,287k USD,359.13,79.78,77.09,East,Awareness,Search,2019.0
419.38,246k USD,149.17,182.32,25.19,North,Awareness,nan,2025.0
283.0,72k USD,455.46,81.33,67.1,West,Retention,Search,2019.0
482.19,154k USD,301.23,167.57,127.43,North,Acquisition,Video,2023.0
522.0,269k USD,279.74,194.36,111.19,South,Retention,Video,2025.0
367.66,286k USD,334.35,78.12,79.71,nan,Retention,Soial Media,2021.0
259.27,166k USD,349.91,43.19,27.16,nan,Seasonal,Soial Media,2018.0
291.57,203k USD,128.71,58.81,75.5,North,Awareness,Banner,2023.0
376.55,91k USD,373.05,163.32,80.97,North,Awareness,Video,
551.05,297k USD,196.77,216.88,140.71,nan,Acquisition,Social Media,2023.0
256.45,107k USD,385.58,39.9,103.34,West,Acquisition,Soial Media,2022.0
,285k USD,429.01,191.51,60.51,Online,Seasonal,Social Media,2025.0
401.13,212k USD,421.58,105.09,88.29,Online,Awareness,Soial Media,
350.9,201k USD,321.0,135.28,28.59,East,Acquisition,Social Media,2018.0
623.95,178k USD,308.07,234.35,146.43,nan,Acquisition,Bannr,2019.0
277.5,107k USD,157.15,103.03,66.81,nan,Awareness,Social Media,2018.0
373.62,94k USD,410.14,132.37,82.12,East,Retention,nan,2021.0
210.35,105k USD,208.56,33.01,66.19,Online,Acquisition,Video,2020.0
254.2,96k USD,298.68,47.95,108.73,South,Awareness,Soial Media,2023.0
363.57,244k USD,213.71,86.89,106.09,West,Acquisition,Video,2025.0
202.65,137k USD,153.53,36.13,112.99,West,Seasonal,nan,2025.0
403.47,64k USD,351.82,168.9,54.86,South,Acquisition,nan,2018.0
353.89,292k USD,121.73,123.81,61.04,South,Awareness,Social Media,2022.0
432.44,270k USD,399.46,150.59,36.28,Online,Acquisition,Search,
368.45,281k USD,227.03,68.42,105.22,East,Seasonal,Search,2021.0
314.64,298k USD,100.05,95.11,25.17,South,Seasonal,nan,2020.0
414.88,93k USD,304.45,176.04,97.7,East,Acquisition,Search,2021.0
483.81,149k USD,118.74,242.37,133.06,North,Acquisition,Soial Media,2025.0
360.63,239k USD,210.47,41.09,135.81,West,Seasonal,Banner,2019.0
544.88,224k USD,382.79,225.88,78.37,Online,Seasonal,Bannr,2020.0
324.87,88k USD,125.08,156.91,79.71,West,Retention,Social Media,
445.17,253k USD,435.74,154.06,30.01,Online,Retention,Banner,
322.07,106k USD,101.53,140.06,107.2,North,Seasonal,Search,2025.0
296.95,105k USD,198.73,45.27,126.76,West,Acquisition,Social Media,2022.0
297.77,184k USD,396.36,49.77,51.81,North,Awareness,Banner,2020.0
394.59,198k USD,226.51,162.2,74.77,Online,Acquisition,Video,2025.0
373.55,195k USD,140.76,105.01,129.05,South,Acquisition,Search,2022.0
480.98,72k USD,244.09,231.8,134.03,West,Retention,Banner,2019.0
347.92,269k USD,208.16,119.45,51.61,North,Retention,Soial Media,2022.0
320.37,116k USD,437.08,61.52,91.57,nan,Retention,Video,2021.0
,82k USD,225.34,187.24,45.02,West,Seasonal,Search,2018.0
398.14,272k USD,415.57,94.54,33.24,West,Seasonal,Bannr,2021.0
516.0,288k USD,456.75,145.6,138.45,West,Acquisition,nan,
509.29,265k USD,273.53,183.52,126.67,East,Acquisition,Search,2025.0
591.9,252k USD,463.98,228.06,118.8,North,Awareness,Soial Media,2025.0
478.56,213k USD,250.93,204.28,26.34,North,Acquisition,Bannr,2023.0
508.38,187k USD,485.63,178.8,129.68,West,Acquisition,Bannr,2021.0
